Add;1 + 2;3;1 + 2 = 3;2020-04-21 01:54:43
Add;1 + 2;3;1 + 2 = 3;2020-04-21 01:55:03
Add|1 + 2|3|1 + 2 = 3|2020-04-21 01:55:26
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:00:29
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:10:35
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:10:38
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:10:44
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:13:08
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:14:48
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:14:51
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:14:53
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:15:32
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:17:41
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:17:43
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:20:43
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:20:46
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:27:34
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:27:38
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:28:30
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:28:33
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:29:14
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:30:24
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:35:19
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:39:52
Add|1 + 2|3|1 + 2 = 3|2020-04-21 02:41:44
Add|1 + 2 + 7|10|1 + 2 + 7 = 10|2020-04-21 02:41:47
Add|1 + 2 + 7 + 9|19|1 + 2 + 7 + 9 = 19|2020-04-21 02:41:50
Add|2 + 1|3|2 + 1 = 3|2020-04-21 03:29:42
Add|1 + 2|3|1 + 2 = 3|2020-04-21 03:42:35
Add|1 + 2|3|1 + 2 = 3|2020-04-21 03:44:36
Subtract|1 - 2|3|1 - 2 = 3|2020-04-21 03:49:21
Subtract|1 - 2 - 8 - 9 - 9|29|1 - 2 - 8 - 9 - 9 = 29|2020-04-21 03:49:26
Subtract|1 - 2 - 8 - 9 - 9|-27|1 - 2 - 8 - 9 - 9 = -27|2020-04-21 03:59:48
Subtract|1 - 2|-1|1 - 2 = -1|2020-04-21 03:59:52
Multiply|2 * 3|6|2 * 3 = 6|2020-04-21 04:16:15
Multiply|2 * 3 * 4 * 5 * 6|720|2 * 3 * 4 * 5 * 6 = 720|2020-04-21 04:16:19
Add|2 + 3.22|5.22|2 + 3.22 = 5.22|2020-04-21 04:26:35
Add|2 + 3.22|5.22|2 + 3.22 = 5.22|2020-04-21 04:29:40
Divide|2 / 3.22|6.44|2 / 3.22 = 6.44|2020-04-21 04:29:43
Divide|2 / 3|6|2 / 3 = 6|2020-04-21 04:30:11
Divide|2 / 3|0.66666666666667|2 / 3 = 0.66666666666667|2020-04-21 04:30:32
Divide|2 / 3|0.66666666666667|2 / 3 = 0.66666666666667|2020-04-21 04:32:34
Add|2 + 3.22|5.22|2 + 3.22 = 5.22|2020-04-21 04:32:36
Subtract|1 - 3|-2|1 - 3 = -2|2020-04-21 04:32:53
